Quote,Tags,Mood,Tone,Category,Usage Context,Character Count,Estimated Spoken Duration (s),Related Quotes
Once a lesson is learnt it is not always warranted a mistake shall not be repeated,General,Neutral,Advisory,General,Anytime Wisdom,82,6.2,A great deal can be learnt from alternative faiths; If anything can go wrong rest assured it shall not always or ever be so; Getting absolutely drunk is an experience that is not often repeated with wisdom
There is always a GREAT place for you in God's plan,General,Neutral,Advisory,Spirituality,Spiritual Prompt,51,3.8,There is always a place for you in a story; If you plan a joke make sure you know the language first; Collecting something is worthwhile if you plan on passing it on someday
Great lessons may be learned by observing nature,General,Neutral,Reflective,General,Anytime Wisdom,48,3.6,There is always a GREAT place for you in God's plan; Nature is most kind to those with a display of passion; If you have not seen nature in purple you are missing out
Appreciating comfort foods can be started with grace,General,Neutral,Reflective,General,Anytime Wisdom,52,3.9,Mental conditioning is a process best started young; To build is a natural instinct in nature overcome by comfort; Compare yourself to others only in a noble and just manner - lest you create envy in others
The presence of misery cannot be told by sight alone,General,Neutral,Reflective,General,Anytime Wisdom,52,3.9,Misery strikes you unaware; There is no reason to lie with a truth well told; Be tolerant to those that choose to harm themselves believing otherwise as long as they are out of sight
Winning a duel may not always make you the winner,General,Neutral,Advisory,General,Anytime Wisdom,49,3.7,If bored try to make it an objective to make someone happy and see how that feels; Too much education may make you blind to life itself; Treating someone with no dignity in respect can make them ponder
Some people will never understand the meaning of SYLLAS,General,Neutral,Advisory,Human Nature,Anytime Wisdom,55,4.1,SYLLAS is not an abnormality; If it has deep meaning it is poetry; There is meaning behind every dream or experience - do not be scared
Never encourage stupid behaviour unless certain of its good benefits,General,Neutral,Advisory,General,Anytime Wisdom,68,5.1,Certain ideals are admirable by both evil and good alike; Stupid things we do can turn into great tales; Just because someone doesn't work does not mean they are stupid
Justice is sometimes better served by the sole incumbent,General,Neutral,Reflective,Ethics,Anytime Wisdom,56,4.2,Slavery is purely ethical and proper if served as an optional part of a sentence; Respect for the decease is greatly gained by familiarity of the incumbent; If one needs persuasion for good ideas or suggestion then the incumbent lacks reason
Misery strikes you unaware,General,Neutral,Reflective,General,Anytime Wisdom,26,2,"The presence of misery cannot be told by sight alone; Compare yourself to others only in a noble and just manner - lest you create envy in others; Pay your dues and be kind to other's requests but never depart from moral reason, not necessarily your reason"
Symbolist rituals do not need bloodletting,General,Neutral,Advisory,General,Anytime Wisdom,42,3.2,"Help others find love that need it so; Learn from fear when need be, and overcome it next time; Love in any form does not necessarily need verbal communication"
Imagination well used may be better than reading a good book,General,Neutral,Reflective,Creativity,Anytime Wisdom,60,4.5,A good imagination is the best escape from poverty; With a good imagination not only can you take a guess at the future but you can shape it; Food tastes better when passionate emotions are used in the making
"Do not let superstition control your life, instead learn to appreciate it",General,Neutral,Advisory,General,Anytime Wisdom,73,5.5,Never let imagination control your reasoning; Learn to ‘let go' when time mandates it so; Learn what reason is
"Intelligent creatures, whatever type, are capable of attempting magic - be warned",General,Neutral,Reflective,General,Anytime Wisdom,81,6.1,There is only so much a single person is capable of achieving when alone; Elegant creatures become renowned through insignias; Some creatures never cease to inspire the mind of a thinker
Certain ideals are admirable by both evil and good alike,Ethics,Serious,Reflective,Ethics,Anytime Wisdom,56,4.2,Good friends ‘may' think alike; Be careful of brainwashing material on lesse certain it is of good nature; The hearts of men are swayed by noble ideals
I am on my way to a Scientologist and Brainwashers convention,General,Neutral,Reflective,General,Anytime Wisdom,61,4.6,If your cause is fair then there is always a way; If it is imperative that you reach someone then be sure there is always a way; Believing it is possible takes you most of the way there
"Some news never make it to the public on the basis of hearsay, this with good cause",General,Neutral,Advisory,General,Anytime Wisdom,83,6.2,"A noble belief is usually for a good cause; When disclosing shocking news, do so with full awareness; A lot of first impressions are made by irrational hearsay"
"Relax, and don't stress, because worrying deeply is borrowing problems unneeded",General,Neutral,Reflective,General,Anytime Wisdom,79,5.9,"Be not stressed if unable to find love, for stress is borrowing problems from thereafter; Everyone has problems; some just don't know what theirs is yet; We cannot solve the problems of others if we don't know the ‘real' person"
The seemingly more fortunate may be deprived of ‘genuine' happiness - be happy,General,Uplifting,Reflective,General,Anytime Wisdom,78,5.9,"Be happy for others; If someone displayed an seemingly amazing happy life and then falls down, think deeply; Happiness is being in harmony"
Correct grammar not always expresses,General,Neutral,Advisory,General,Anytime Wisdom,36,2.7,"Compare yourself to others only in a noble and just manner - lest you create envy in others; Pay your dues and be kind to other's requests but never depart from moral reason, not necessarily your reason; Never fully trust someone without noble values"
If things feel bad realize worse emotions exist,General,Neutral,Reflective,General,Anytime Wisdom,47,3.5,"However bad things may become, after experiencing downfall once it can all be again; Micro communities exist; Melodies of peaceful nature exist in every culture"
A side is always in the wrong if one has to utilize spies,General,Neutral,Advisory,General,Anytime Wisdom,57,4.3,Comparing yourself to others is wrong but we all do it at one point; Utilize the failures of your life for stories of grandeur when possible; If anything can go wrong rest assured it shall not always or ever be so
Do not underestimate the clown or court jester,General,Neutral,Advisory,General,Anytime Wisdom,46,3.5,Never underestimate the power of dreams; Don't ever underestimate the might of agility; Do not completely underestimate the wisdom from the past
"Everyone's idea of genuine love may differ, but similarities always persist",Love,Neutral,Advisory,Relationships,Anytime Wisdom,75,5.6,Every genuine artist has his/her own style; A genuine philosopher is wise; Patriotism is but a stepping stone towards an idea for an identity
"There is nothing wrong with preparing too far ahead, but be prepared for deviation",General,Neutral,Reflective,General,Anytime Wisdom,82,6.2,Favouritism will only get you so far but it gives you identity; Arational is he that does not think ahead; Comparing yourself to others is wrong but we all do it at one point
If you loathe an idol try to understand why others love him/her so dearly,Love,Neutral,Reflective,Relationships,Anytime Wisdom,73,5.5,Having an idol is merely associating your identity to the admiration of another; Money laundering and deception prejudices and impacts others dearly; What you do not understand about this world ‘may' be for your own safety
Overanalysing is dehumanizing to most,General,Neutral,Reflective,General,Anytime Wisdom,37,2.8,Thinking of profanity can be dehumanizing; Hilarity and humour is dehumanizing if done to excess; Compare yourself to others only in a noble and just manner - lest you create envy in others
Be grateful for senses,General,Neutral,Reflective,General,Anytime Wisdom,22,1.7,Be grateful for awards; Routines are luxuries in which not all have - so be grateful; Olfactory senses are usually underappreciated
Islam practice is inductive towards great discipline,General,Neutral,Reflective,General,Anytime Wisdom,52,3.9,"Dreams are not prophetic, they are inductive; Discipline goes a long way towards a successful battle; There is always a GREAT place for you in God's plan"
Classical poetry is devoid of creativity simply because we grow accustomed to it,General,Neutral,Reflective,General,Anytime Wisdom,80,6,Grow to love your identity; If it has deep meaning it is poetry; Prune and perfect friendships and don't simply discard
Every genuine artist has his/her own style,General,Neutral,Reflective,General,Anytime Wisdom,42,3.2,A genuine philosopher is wise; A work of art is only truly finished upon the culmination of the artist's life complete; All people are born leaders; you just have to know your leadership style
A sudden change from a long standing standard may be relatively perceived in favour,General,Neutral,Reflective,General,Anytime Wisdom,83,6.2,Long standing careers may cause one to think differently than norm; Higher sentience sometimes is perceived odd; Keep in communication with your family because people change fast
Believing it is possible takes you most of the way there,General,Neutral,Reflective,General,Anytime Wisdom,56,4.2,It is possible to be mentally fearless but your nerves may not react the same way; Be tolerant to those that choose to harm themselves believing otherwise as long as they are out of sight; If your cause is fair then there is always a way
Revenge is not only a tool for the wicked,General,Neutral,Reflective,General,Anytime Wisdom,41,3.1,Revenge in the workplace can only be accomplished through competency; Praise noble deeds but abhor wicked ones; Wicked are wars that see human beings as chess pieces
Long standing careers may cause one to think differently than norm,General,Neutral,Reflective,General,Anytime Wisdom,66,5,"A sudden change from a long standing standard may be relatively perceived in favour; If you think your experience is unique, think again, you are only human; Think deeply at who starts what wars in wars and for what cause"
Truth is for the wise,Truth,Serious,Reflective,Philosophy,Anytime Wisdom,21,1.6,A genuine philosopher is wise; In love only truth is fair; There is no reason to lie with a truth well told
Good timing means absolutely everything when seeking perfection,General,Neutral,Reflective,General,Anytime Wisdom,63,4.7,Getting absolutely drunk is an experience that is not often repeated with wisdom; If you aim for perfection in this life mayhap it is only attained at full essence in the next; With the technological means to communicate one should exploit them
Well told urban myths become the myths of the future,General,Neutral,Reflective,General,Anytime Wisdom,52,3.9,There is so much beauty and representative truth in myths of old; A belief in myths is not altogether foolish if it impacts your next life to be; There is no reason to lie with a truth well told
"Typing life experiences is an easy ordeal, so why not keep a diary?",General,Neutral,Reflective,General,Anytime Wisdom,67,5,"Death is no easy way out as the afterlife is never certain as such; Some individuals are easy to read, others impossible, either way familiarisation is a must; Keeping a diary provides a means to establish your identity and ensure longevity"
Don't ever underestimate the might of agility,General,Neutral,Reflective,General,Anytime Wisdom,45,3.4,Never underestimate the power of dreams; Don't mess with what you don't quite understand; Don't believe everything you read but don't mock just about everything either
It is unethical and illogical to stereotype a whole community because of the actions of few,General,Neutral,Reflective,General,Anytime Wisdom,91,6.8,Showing gratitude is conducive to further good actions; It is easy to misinterpret someone's actions but easier still to fabricate new ones; Compare yourself to others only in a noble and just manner - lest you create envy in others
Cheating with humour may be ethical,General,Neutral,Reflective,General,Anytime Wisdom,35,2.6,Hilarity and humour is dehumanizing if done to excess; Resorting to sweet words for seduction is called cheating; Inducing paranoia onto others is ethical only when well ministered
If you are going to put up with flak be sure you have the brains to save yourself,General,Neutral,Reflective,General,Anytime Wisdom,81,6.1,"If you are going to pray or cast a spell do something that is not in the slightest sense evil; If it is imperative that you reach someone then be sure there is always a way; When purchasing someone a gift book for someone, be sure you know them well"
Thinking the world as a pyramid in power will lead to hurt,General,Neutral,Reflective,General,Anytime Wisdom,58,4.4,Relationships with committed individuals always lead to severe hurt; Thinking of profanity can be dehumanizing; Abusing anything too much will lead to hazards
"Of course some genes may ‘seem' better, but what of mind, spirit, and soul",General,Neutral,Reflective,General,Spiritual Prompt,74,5.6,"Destined are we, but it is up to you for what in spirit; Art is an aphrodisiac of the soul; Sometimes the mind serves as a better repository of history than paper, so use it"
It is important to understand someone more or en par to thyself prior to marriage,General,Neutral,Reflective,General,Anytime Wisdom,81,6.1,Completely analysing someone prior to marriage is but a necessity; What you do not understand about this world ‘may' be for your own safety; Public transportation en mass is the way of to be but not the far future
The gift of eloquence in speech does not indicate one's intelligence or wisdom,Wisdom,Neutral,Reflective,Philosophy,Anytime Wisdom,78,5.9,"The ability to sympathize with and for others is a tell tale mark of intelligence; Always look a gift vehicle under the bonnet; When purchasing someone a gift book for someone, be sure you know them well"
Art does not convey much about a person on lesse you know the person,General,Neutral,Reflective,General,Daily Motivation,68,5.1,We cannot solve the problems of others if we don't know the ‘real' person; Lying does not make you a bad person provided it is for ‘harmless' fun and ethical; There is only so much a single person is capable of achieving when alone
If you raise some beast to be too smart strange things may happen,General,Neutral,Reflective,General,Anytime Wisdom,65,4.9,"Things always happen for a reason, not necessarily yours on lesse you will it; The world is strange as no one gets envious if you are last; Life in fame is utter damnation to the wise, but if you are smart..."
"Once you define your personal Nirvana, incrementally you can design your future",General,Neutral,Reflective,General,Anytime Wisdom,79,5.9,If personal happiness then cherish it deeply for it may not last; Every sinner has a past and every saint a future; With a good imagination not only can you take a guess at the future but you can shape it
